Key,DateTimeStamp,CaregiverID,StudyPhase,SessionType,SessionCount,TotalSessionTrials,SessionBlockCount,ConfMonitoring1,ConfMonitoring2,ConfMonitoring3,ConfMonitoring4,ConfMonitoring5,ConfMonitoring6a_1,ConfMonitoring6a_2,ConfMonitoring6a_3
240,2024-08-14T09:57:47-04:00,Case1,5_RTB,0_AC,5,1,0.5,0,0,0,0,0,0,0,0
241,2024-08-14T09:58:38-04:00,Case1,5_RTB,0_AC,5,2,1,0,0,0,0,0,0,0,0
242,2024-08-14T09:59:35-04:00,Case1,5_RTB,0_AC,5,3,1.5,0,0,0,0,0,0,0,0
243,2024-08-15T09:12:59-04:00,Case1,2_T2,0_AC,5,1,0.5,1,1,1,1,1,1,1,1
244,2024-08-15T09:13:47-04:00,Case1,2_T2,0_AC,5,2,1,1,1,1,1,1,1,1,1
245,2024-08-15T09:15:03-04:00,Case1,2_T2,0_AC,5,3,1.5,1,1,1,1,1,1,1,1
246,2024-08-15T09:18:44-04:00,Case1,3_T3,1_SC,5,1,0.5,1,1,1,1,1,1,1,1
247,2024-08-15T09:19:40-04:00,Case1,3_T3,1_SC,5,2,1,1,1,1,1,1,1,1,1
248,2024-08-15T09:20:36-04:00,Case1,3_T3,1_SC,5,3,1.5,1,1,1,1,1,1,1,1
249,2024-08-15T09:21:36-04:00,Case1,3_T3,1_SC,5,4,2,1,1,1,1,1,1,1,1
250,2024-08-15T09:22:25-04:00,Case1,3_T3,1_SC,5,5,2.5,1,1,1,1,1,1,1,1
251,2024-08-15T09:23:21-04:00,Case1,3_T3,1_SC,5,6,3,1,1,1,1,1,1,1,1
252,2024-08-15T09:28:05-04:00,Case1,3_T3,0_AC,5,1,0.5,1,1,1,1,1,1,1,1
253,2024-08-15T09:28:39-04:00,Case1,3_T3,0_AC,5,2,1,1,1,1,1,1,1,1,1
254,2024-08-15T09:29:50-04:00,Case1,3_T3,0_AC,5,3,1.5,1,1,1,1,1,1,1,1
255,2024-08-16T09:15:07-04:00,Case1,5_RTB,0_AC,2,1,0.5,0,0,0,0,0,0,0,0
256,2024-08-16T09:16:59-04:00,Case1,5_RTB,0_AC,2,2,1,0,0,0,0,0,0,0,0
257,2024-08-16T09:18:00-04:00,Case1,5_RTB,0_AC,2,3,1.5,0,0,0,0,0,0,0,0
258,2024-08-16T09:54:28-04:00,Case1,5_RTB,1_SC,6,1,0.5,1,1,1,1,1,1,1,1
259,2024-08-16T09:56:22-04:00,Case1,5_RTB,1_SC,6,2,1,1,1,1,1,1,1,1,1
260,2024-08-16T09:57:21-04:00,Case1,5_RTB,1_SC,6,3,1.5,1,1,1,1,1,1,1,1
261,2024-08-16T09:58:10-04:00,Case1,5_RTB,1_SC,6,4,2,1,1,1,1,1,1,1,1
262,2024-08-16T09:59:07-04:00,Case1,5_RTB,1_SC,6,5,2.5,1,1,1,1,1,1,1,1
263,2024-08-16T09:59:51-04:00,Case1,5_RTB,1_SC,6,6,3,1,1,1,1,1,1,1,1
264,2024-08-16T10:00:45-04:00,Case1,5_RTB,1_SC,6,7,3.5,1,1,1,1,1,1,1,1
265,2024-08-16T10:01:30-04:00,Case1,5_RTB,1_SC,6,8,4,1,1,1,1,1,1,1,1
266,2024-08-16T10:02:24-04:00,Case1,5_RTB,1_SC,6,9,4.5,1,1,1,1,1,1,1,1
267,2024-08-16T10:03:21-04:00,Case1,5_RTB,1_SC,6,10,5,1,1,1,1,1,1,1,1
268,2024-08-16T10:11:48-04:00,Case1,5_RTB,1_SC,5,1,0.5,0,0,0,0,0,0,0,0
269,2024-08-16T10:12:29-04:00,Case1,5_RTB,1_SC,5,2,1,0,0,0,0,0,0,0,0
270,2024-08-16T10:13:18-04:00,Case1,5_RTB,1_SC,5,3,1.5,0,0,0,0,0,0,0,0
271,2024-08-16T10:14:05-04:00,Case1,5_RTB,1_SC,5,4,2,0,0,0,0,0,0,0,0
272,2024-08-16T10:14:49-04:00,Case1,5_RTB,1_SC,5,5,2.5,0,0,0,0,0,0,0,0
273,2024-08-16T10:15:39-04:00,Case1,5_RTB,1_SC,5,6,3,0,0,0,0,0,0,0,0
274,2024-08-16T10:16:29-04:00,Case1,5_RTB,1_SC,5,7,3.5,0,0,0,0,0,0,0,0
275,2024-08-16T10:17:12-04:00,Case1,5_RTB,1_SC,5,8,4,0,0,0,0,0,0,0,0
276,2024-08-16T10:18:12-04:00,Case1,5_RTB,1_SC,5,9,4.5,0,0,0,0,0,0,0,0
277,2024-08-16T10:18:49-04:00,Case1,5_RTB,1_SC,5,10,5,0,0,0,0,0,0,0,0
278,2024-08-19T09:36:48-04:00,Case1,5_RTB,0_AC,6,1,0.5,0,0,0,0,0,0,0,0
279,2024-08-19T09:37:19-04:00,Case1,5_RTB,0_AC,6,2,1,0,0,0,0,0,0,0,0
280,2024-08-19T09:38:20-04:00,Case1,5_RTB,0_AC,6,3,1.5,0,0,0,0,0,0,0,0
281,2024-08-19T11:02:31-04:00,Case1,5_RTB,0_AC,7,1,0.5,1,1,1,1,1,1,1,1
282,2024-08-19T11:03:13-04:00,Case1,5_RTB,0_AC,7,2,1,1,1,1,1,1,1,1,1
283,2024-08-19T11:04:11-04:00,Case1,5_RTB,0_AC,7,3,1.5,1,1,1,1,1,1,1,1
